Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Banda ancha fija,Dial up,Total,Accesos por cada 100 hogares
2016,3,Tucumán,127,12247,87970,36518,13150,1288,4,0,151282,37,151304,37.9
2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0,3032776,12515,3108515,59.34
2016,2,Capital Federal,4352,1736,859039,146091,213010,19597,13477,0,1384824,9760,1257302,120.04
2016,2,Catamarca,15,5736,14742,4567,1496,47,1,0,26543,13,26604,26.07
2016,2,Chaco,197,8063,45823,20346,12090,1571,201,0,88235,16,88291,28.59
2016,2,Chubut,572,5421,73078,775,0,0,0,0,62116,1740,79846,36.12
2016,2,Córdoba,258,57050,437547,71980,82618,8355,1242,0,634680,234,659050,57.55
2016,2,Corrientes,41,10018,47916,19200,8851,803,191,0,86932,24,87020,30.58
2016,2,Entre Ríos,4734,16368,115000,36917,15522,849,205,0,178194,179,189595,44.74
2016,2,Formosa,1675,5401,14370,3569,3218,593,10,0,28801,1,28836,19.37
2016,2,Jujuy,2561,8292,25301,5589,1750,3,0,0,41187,2,43496,21.89
2016,2,La Pampa,429,10616,63928,15,119,96,11,0,68403,485,75214,60.44
2016,2,La Rioja,10,3151,9043,3190,1344,3,5,0,16718,18,16746,16.88
2016,2,Mendoza,437,30,176922,61,44,5,20,0,169274,1550,177519,32.13
2016,2,Misiones,1973,7899,49586,21385,14820,1073,96,0,95808,7,96832,29.24
2016,2,Neuquén,1916,1691,88854,583,10241,1285,208,0,108224,2291,104778,59.1
2016,2,Río Negro,1189,6107,92158,194,4877,520,86,0,99631,1073,105131,46.24
2016,2,Salta,2160,10123,70875,18759,7129,140,49,0,104929,3,109235,32.08
2016,2,San Juan,10,273,57589,0,0,0,4,0,51392,621,57876,27.34
2016,2,San Luis,12,4,13931,0,0,1,2,0,12939,317,13950,9.6
2016,2,Santa Cruz,244,26,31995,142,20,0,0,0,25797,356,32427,26.73
2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0,563867,607,588531,52.44
2016,2,Santiago Del Estero,704,6705,22208,5943,2108,1,0,0,36958,3,37669,15.89
2016,2,Tierra Del Fuego,16,286,38773,0,0,0,0,0,30740,619,39075,67.72
2016,2,Tucumán,231,18515,83945,33891,11310,1032,2,0,148636,41,148926,37.24
2016,1,Buenos Aires,7351,97880,2214760,289929,247372,8315,9529,0,2929903,12612,2875136,57.34
2016,1,Capital Federal,2310,43686,869048,178665,192644,6577,10838,0,1328079,9817,1303768,115.16
2016,1,Catamarca,15,6102,14653,4241,1334,42,1,0,26376,13,26388,25.91
2016,1,Chaco,194,8755,46304,19388,10587,1238,184,0,86635,16,86650,28.08
2016,1,Chubut,94,5095,72396,1066,0,0,0,0,62060,1740,78651,36.09
2016,1,Córdoba,148,59484,414452,65763,66455,4143,1039,0,609692,234,611484,55.28
2016,1,Corrientes,29,10690,47833,18375,7911,526,170,0,85510,26,85534,30.08
2016,1,Entre Ríos,2864,17749,104137,35104,14057,457,165,0,174634,179,174533,43.85
2016,1,Formosa,1738,5731,14163,3229,2906,544,5,0,28313,1,28316,19.04
2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0,40287,2,40295,21.41
2016,1,La Pampa,426,11065,52117,15,78,71,11,0,65442,487,63783,57.84
2016,1,La Rioja,10,3382,9060,2980,1254,2,3,0,16673,18,16691,16.83
2016,1,Mendoza,235,21,175376,47,43,5,17,0,169257,1553,175744,32.12
2016,1,Misiones,959,8502,50061,19195,13363,779,68,0,92951,7,92927,28.37
2016,1,Neuquén,1720,1737,86310,479,7893,143,171,0,101969,2292,98453,55.75
2016,1,Río Negro,1171,6105,90038,203,4246,77,81,0,98745,1077,101921,45.84
2016,1,Salta,1119,10765,65646,17748,6643,119,31,0,102423,3,102071,31.32
2016,1,San Juan,9,309,56447,0,0,0,2,0,51373,621,56767,27.33
2016,1,San Luis,8,4,13645,0,0,1,2,0,12915,317,13660,9.59
2016,1,Santa Cruz,168,29,32188,8,0,0,0,0,25931,356,32393,26.87
2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0,551378,618,551809,51.28
2016,1,Santiago Del Estero,703,7219,22805,5769,1898,0,0,0,37695,3,38394,16.21
2016,1,Tierra Del Fuego,16,285,33003,0,0,0,0,0,29867,619,33304,65.83
2016,1,Tucumán,106,20092,84008,31490,10046,871,0,0,146596,41,146613,36.72
2015,4,Buenos Aires,7985,100303,2253197,274560,240188,3835,8180,0,2946743,12642,2888246,58.29
2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0,1360381,9845,1350450,118.13
2015,4,Catamarca,15,6513,14484,4106,1313,39,1,0,26459,13,26471,26.24
2015,4,Chaco,194,9593,46771,18608,10092,1136,159,0,86537,16,86553,28.35
2015,4,Chubut,625,5774,71881,168,0,0,0,0,62279,1740,78448,36.89
2015,4,Córdoba,148,63746,427471,62989,67151,3336,1088,0,625835,235,625929,57.36
2015,4,Corrientes,29,11248,48104,17877,7569,456,150,0,85409,26,85433,30.34
2015,4,Entre Ríos,2865,18883,104224,33989,13668,399,163,0,173957,180,174191,44.11
2015,4,Formosa,1791,6081,14279,2704,2713,519,4,0,28088,1,28091,19.07
2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0,39922,2,39925,21.47
2015,4,La Pampa,592,12951,48798,16,63,49,10,0,66054,312,62479,58.76
2015,4,La Rioja,10,3638,9127,2937,1215,2,3,0,16914,18,16932,17.32
2015,4,Mendoza,241,23,174719,38,41,5,13,0,169251,1556,175080,32.49
2015,4,Misiones,959,9169,51029,17281,13690,675,52,0,92846,7,92855,28.69
2015,4,Neuquén,1727,2061,89678,455,7934,9,175,0,105122,2294,102039,58.29
2015,4,Río Negro,3282,4473,89062,201,4024,5,75,0,98655,1067,101122,46.44
2015,4,Salta,1122,11387,65677,17139,6507,99,5,0,101917,3,101936,31.59
2015,4,San Juan,9,386,55761,0,0,0,2,0,51408,621,56158,27.66
2015,4,San Luis,8,4,13473,0,0,1,2,0,12901,317,13488,9.71
2015,4,Santa Cruz,188,26,32338,3,0,0,0,0,26047,356,32555,27.74
2015,4,Santa Fe,6659,75770,361264,60985,51258,3079,1189,0,561045,627,560204,52.61
2015,4,Santiago Del Estero,703,7836,23074,5669,1856,0,0,0,39132,3,39138,17.0
2015,4,Tierra Del Fuego,16,285,32662,0,0,0,0,0,29334,619,32963,66.46
2015,4,Tucumán,107,21800,83887,29942,9507,837,0,0,146053,42,146080,37.06
2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0,2916070,12695,2856078,57.69
2015,3,Capital Federal,2448,49340,942525,159618,175594,2028,10022,0,1362193,9875,1341574,118.29
2015,3,Catamarca,15,6871,14206,4143,812,43,1,0,26080,13,26091,25.86
2015,3,Chaco,240,10353,47131,19016,7498,979,157,0,85354,16,85374,27.96
2015,3,Chubut,641,5886,71668,167,0,0,0,0,62143,1740,78362,36.81
2015,3,Córdoba,150,68765,429787,61109,59372,2582,1048,0,622761,237,622813,57.08
2015,3,Corrientes,33,11921,48127,18168,6111,453,146,0,84931,28,84959,30.17
2015,3,Entre Ríos,2863,20385,103990,34788,9924,384,153,0,172252,182,172487,43.68
2015,3,Formosa,1862,6521,14354,2791,1842,379,2,0,27751,1,27751,18.84
2015,3,Jujuy,2549,9278,21588,5169,966,0,0,0,39548,2,39550,21.27
2015,3,La Pampa,613,13087,47660,9,55,39,10,0,64976,495,61473,57.96
2015,3,La Rioja,10,3840,9102,2984,832,0,3,0,16753,18,16771,17.15
2015,3,Mendoza,256,25,173430,45,18,5,13,0,169261,1562,173792,32.49
2015,3,Misiones,958,9809,51234,17367,11654,559,43,0,91615,7,91624,28.31
2015,3,Neuquén,1733,2124,85044,210,6599,2,155,0,98376,2240,95867,54.6
2015,3,Río Negro,3372,4457,88691,99,3826,1,62,0,98529,1085,100508,46.39
2015,3,Salta,1126,12223,65405,17451,4318,61,5,0,100570,3,100589,31.18
2015,3,San Juan,9,391,54963,0,0,0,2,0,51409,621,55365,27.67
2015,3,San Luis,9,4,13286,0,0,1,2,0,12902,317,13302,9.71
2015,3,Santa Cruz,190,25,32266,2,0,0,0,0,25912,359,32483,27.61
2015,3,Santa Fe,6767,80817,363177,59531,42021,2320,1133,0,556097,641,555766,52.15
2015,3,Santiago Del Estero,703,8332,23158,5956,1249,0,0,0,39394,3,39398,17.12
2015,3,Tierra Del Fuego,15,285,36408,2,0,0,0,0,33118,619,36710,74.86
2015,3,Tucumán,107,23687,83654,29998,6232,623,0,0,144272,42,144301,36.61
2015,2,Buenos Aires,8714,137189,2299705,243503,159922,2010,6712,0,2871079,12711,2857754,56.8
2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0,1336391,9893,1346690,116.07
2015,2,Catamarca,15,7253,14003,3776,593,37,1,0,25666,13,25678,25.45
2015,2,Chaco,288,11058,47551,17675,6337,788,149,0,83832,16,83846,27.46
2015,2,Chubut,656,6032,55791,168,0,0,0,0,61745,1740,62647,36.58
2015,2,Córdoba,156,72695,434717,54993,46415,1956,903,0,609510,236,611835,55.87
2015,2,Corrientes,34,12542,48015,17184,5039,379,126,0,83288,28,83319,29.58
2015,2,Entre Ríos,2864,21986,104043,32293,7867,354,136,0,169309,183,169543,42.93
2015,2,Formosa,1881,6907,14247,2436,1324,257,1,0,27013,37,27053,18.36
2015,2,Jujuy,2479,9474,20248,4792,730,0,0,0,37720,2,37723,20.29
2015,2,La Pampa,5737,8182,46235,27,24,25,10,0,63552,500,60240,56.71
2015,2,La Rioja,10,4082,9093,2680,641,0,3,0,16491,18,16509,16.88
2015,2,Mendoza,268,26,170451,42,16,5,13,0,169259,1564,170821,32.49
2015,2,Misiones,958,10360,51671,15022,10072,408,33,0,88512,7,88524,27.35
2015,2,Neuquén,1755,2348,82727,214,5168,2,110,0,95644,2241,92324,53.12
2015,2,Río Negro,3413,4525,87362,97,3240,1,51,0,97640,1087,98689,45.98
2015,2,Salta,1123,13020,64737,16241,3114,29,5,0,98264,3,98269,30.46
2015,2,San Juan,8,410,51568,0,0,0,2,0,51367,621,51988,27.64
2015,2,San Luis,9,4,13204,0,0,1,2,0,12904,317,13220,9.71
2015,2,Santa Cruz,210,25,25519,2,0,0,0,0,25384,379,25756,27.07
2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0,545739,649,547253,51.18
2015,2,Santiago Del Estero,703,8779,23456,5553,888,0,0,0,39375,3,39379,17.11
2015,2,Tierra Del Fuego,15,285,36073,2,0,0,0,0,32960,619,36375,74.51
2015,2,Tucumán,107,25178,83462,26966,4502,455,0,0,140635,42,140670,35.69
2015,1,Buenos Aires,8882,123589,2267852,220070,126958,1561,5700,0,2847076,14766,2754612,56.37
2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0,1321139,11582,1333455,114.9
2015,1,Catamarca,13,7634,13754,3202,517,9,1,0,25312,20,25130,25.11
2015,1,Chaco,26,12053,47425,15883,5346,489,135,0,81329,31,81357,26.65
2015,1,Chubut,651,6176,57333,102,0,0,0,0,63327,1946,64262,37.61
2015,1,Córdoba,157,78427,432802,46574,37443,1615,815,0,596663,294,597833,54.7
2015,1,Corrientes,36,13295,47842,15554,4424,235,98,0,81488,43,81484,28.95
2015,1,Entre Ríos,2867,23951,104168,28113,6926,274,119,0,165839,231,166418,42.07
2015,1,Formosa,1891,7336,14413,2024,878,157,1,0,26657,43,26700,18.12
2015,1,Jujuy,2458,9754,19858,3939,603,0,0,0,36608,3,36612,19.69
2015,1,La Pampa,6059,8054,45038,26,10,13,10,0,62155,542,59210,55.51
2015,1,La Rioja,11,4201,9379,2207,533,0,3,0,16310,23,16334,16.7
2015,1,Mendoza,287,24,169763,38,16,6,11,0,168355,1805,170145,32.37
2015,1,Misiones,958,11136,51906,12387,8543,194,26,0,85139,7,85150,26.31
2015,1,Neuquén,1895,2577,80787,170,4067,2,76,0,93373,2369,89574,51.95
2015,1,Río Negro,3371,4913,86173,94,2632,2,42,0,96145,1188,97227,45.33
2015,1,Salta,1123,14151,64992,13955,2569,15,5,0,96793,18,96810,30.01
2015,1,San Juan,8,445,51346,0,0,0,2,0,51117,702,51801,27.55
2015,1,San Luis,10,8,12720,0,1,0,2,0,12878,354,12741,9.72
2015,1,Santa Cruz,205,27,26048,2,0,0,0,0,26217,424,26282,27.99
2015,1,Santa Fe,6883,93096,360964,45270,27597,1542,900,0,535640,797,536252,50.24
2015,1,Santiago Del Estero,701,9236,23136,4796,748,0,0,0,39244,8,38617,17.06
2015,1,Tierra Del Fuego,14,609,36319,2,0,0,0,0,32726,730,36944,74.23
2015,1,Tucumán,107,27143,83895,23061,3722,334,0,0,138184,92,138262,35.08
2014,4,Buenos Aires,8226,132937,2250445,203620,104322,997,5406,0,2801178,15229,2705954,56.09
2014,4,Capital Federal,2698,62896,1038269,123451,95772,890,7997,0,1318526,11994,1331972,114.9
2014,4,Catamarca,21,8047,14093,2910,421,0,1,0,25472,21,25493,25.51
2014,4,Chaco,483,12837,42106,7908,2600,124,2,0,65998,37,66060,21.87
2014,4,Chubut,1858,6218,60392,70,0,0,0,0,66557,1985,68538,40.25
2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0,590113,319,589873,54.7
2014,4,Corrientes,40,13860,42182,7513,2106,0,9,0,65656,54,65710,23.56
2014,4,Entre Ríos,2311,27801,88649,18318,3584,1,66,0,140567,246,140730,36.03
2014,4,Formosa,1947,7830,14058,1852,473,47,1,0,26156,51,26208,17.96
2014,4,Jujuy,1880,10427,19740,3443,465,0,0,0,35999,3,35955,19.6
2014,4,La Pampa,6266,6879,36520,26,5,4,10,0,56813,567,49710,51.27
2014,4,La Rioja,9,4333,9728,1943,386,0,3,0,16379,23,16402,17.01
2014,4,Mendoza,303,19,169222,36,14,5,12,0,167766,1848,169611,32.64
2014,4,Misiones,547,11840,53093,8731,2952,54,12,0,77222,7,77229,24.16
2014,4,Neuquén,1731,2744,80938,126,3621,2,66,0,92999,2397,89228,52.55
2014,4,Río Negro,3640,4723,85094,94,2319,4,30,0,95050,1210,95904,45.48
2014,4,Salta,54,16214,63221,12552,1922,0,4,0,93921,26,93967,29.53
2014,4,San Juan,11,478,51628,0,0,0,2,0,51390,729,52119,28.04
2014,4,San Luis,9,0,13135,0,0,1,2,0,12788,359,13147,9.79
2014,4,Santa Cruz,156,1400,24145,1,1,0,0,0,25277,436,25703,27.8
2014,4,Santa Fe,8707,99962,359293,36718,21098,869,824,0,528459,938,527471,50.0
2014,4,Santiago Del Estero,1246,8913,24181,4359,602,0,0,0,39308,9,39301,17.27
2014,4,Tierra Del Fuego,12,283,31489,2,0,0,0,0,28249,741,31786,66.14
2014,4,Tucumán,17,28746,85091,20631,2733,196,0,0,137329,95,137414,35.32
2014,3,Buenos Aires,7355,128187,2281524,156693,68947,243,4232,0,2835537,14028,2647181,56.75
2014,3,Capital Federal,840,78016,1060145,102170,70907,95,6626,0,1307195,10630,1318799,113.8
2014,3,Catamarca,19,8845,13790,1915,111,0,0,0,24665,21,24680,24.71
2014,3,Chaco,398,14731,41934,5428,1274,5,0,0,63710,36,63770,21.11
2014,3,Chubut,2013,6281,60771,34,0,0,0,0,67130,2007,69099,40.6
2014,3,Córdoba,660,98992,435692,28992,18888,84,664,0,585231,200,583972,54.23
2014,3,Corrientes,21,15448,41717,5181,1172,0,0,0,63516,33,63539,22.79
2014,3,Entre Ríos,1709,29710,91450,12569,1310,0,48,0,136618,115,136796,34.98
2014,3,Formosa,2001,8323,14202,1324,85,0,0,0,25873,64,25935,17.77
2014,3,Jujuy,127,10979,20216,2305,82,0,0,0,33739,2,33709,18.37
2014,3,La Pampa,6458,6645,41009,24,5,4,10,0,61861,564,54155,55.78
2014,3,La Rioja,10,4785,9720,1337,61,0,0,0,15893,23,15913,16.51
2014,3,Mendoza,35,0,167763,31,12,13,1,0,166184,1740,167855,32.31
2014,3,Misiones,640,13637,53510,5928,1606,0,1,0,75327,0,75322,23.57
2014,3,Neuquén,1522,3099,80090,107,2865,10,27,0,100099,2268,87720,56.4
2014,3,Río Negro,3640,5189,86868,87,1944,8,9,0,96629,1151,97745,46.2
2014,3,Salta,732,17481,66026,8314,388,0,0,0,92929,25,92941,29.22
2014,3,San Juan,8,487,51276,0,0,0,0,0,51031,748,51771,27.85
2014,3,San Luis,8,0,13029,0,0,3,0,0,12683,363,13040,9.71
2014,3,Santa Cruz,195,1624,24248,1,1,0,0,0,25664,446,26069,28.23
2014,3,Santa Fe,8230,112593,357615,23962,12124,38,806,0,520196,691,515368,49.2
2014,3,Santiago Del Estero,791,9914,23826,2867,142,0,0,0,37539,9,37540,16.49
2014,3,Tierra Del Fuego,12,336,32348,2,0,0,0,0,28037,755,32698,65.69
2014,3,Tucumán,6,32716,84668,14101,559,4,0,0,131978,88,132054,33.94
2014,2,Buenos Aires,6902,162274,2288772,140226,56549,284,4309,0,2750430,14116,2659316,55.06
2014,2,Capital Federal,847,81431,1078213,87359,56004,59,6427,0,1299502,10713,1310340,113.14
2014,2,Catamarca,19,8844,13794,1915,111,0,0,0,24660,23,24683,24.7
2014,2,Chaco,412,14854,41530,5418,1085,5,0,0,63243,36,63304,20.96
2014,2,Chubut,2064,6582,61868,0,0,0,0,0,68503,2016,70514,41.41
2014,2,Córdoba,2105,101598,429536,28698,14824,76,627,0,576747,205,577464,53.45
2014,2,Corrientes,20,15563,41219,5199,956,0,0,0,62925,33,62957,22.58
2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0,135468,115,135495,34.69
2014,2,Formosa,2032,8218,13944,1321,85,0,0,0,25535,65,25600,17.54
2014,2,Jujuy,1873,11233,18851,2305,82,0,0,0,34359,2,34344,18.71
2014,2,La Pampa,7032,6761,34089,18,5,4,10,0,55048,580,47919,49.71
2014,2,La Rioja,10,4785,9719,1337,61,0,0,0,15889,23,15912,16.5
2014,2,Mendoza,35,6,166710,31,10,5,10,0,165046,1761,166807,32.1
2014,2,Misiones,540,13644,53245,5924,1334,2,0,0,74689,0,74689,23.37
2014,2,Neuquén,1531,3206,79087,92,2289,2,30,0,90053,2235,86237,50.84
2014,2,Río Negro,3468,5507,84978,78,1569,2,8,0,94812,1145,95610,45.33
2014,2,Salta,53,18818,64440,8293,388,0,0,0,91949,25,91992,28.91
2014,2,San Juan,10,507,51129,0,0,0,0,0,50891,755,51646,27.78
2014,2,San Luis,7,0,13045,0,0,1,2,0,12691,364,13055,9.72
2014,2,Santa Cruz,153,1637,25374,2,0,0,0,0,26710,459,27166,29.38
2014,2,Santa Fe,8515,115197,353559,23939,10058,34,792,0,511753,605,512094,48.39
2014,2,Santiago Del Estero,1231,9914,23842,2867,142,0,0,0,38002,9,37996,16.7
2014,2,Tierra Del Fuego,12,334,31198,2,0,0,0,0,27443,766,31546,64.36
2014,2,Tucumán,6,32714,84675,14101,559,4,0,0,131981,88,132059,33.94
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206,4037,0,2725732,14144,2624542,54.57
2014,1,Capital Federal,852,88826,1096050,70293,38798,55,6208,0,1289204,10714,1301081,112.25
2014,1,Catamarca,19,9147,13330,1672,64,0,0,0,24209,23,24232,24.25
2014,1,Chaco,438,15849,40869,4644,741,5,0,0,62520,36,62546,20.72
2014,1,Chubut,7452,10,61329,0,0,0,0,0,68205,2016,68791,41.24
2014,1,Córdoba,2076,107705,423114,24112,9818,40,588,0,566705,205,567453,52.52
2014,1,Corrientes,20,16357,40742,4486,630,0,0,0,62203,33,62235,22.32
2014,1,Entre Ríos,2177,35206,85248,10828,746,0,43,0,134216,115,134248,34.37
2014,1,Formosa,2062,8475,13685,1133,67,0,0,0,25335,87,25422,17.42
2014,1,Jujuy,1832,11498,18415,2002,56,0,0,0,33825,2,33803,18.42
2014,1,La Pampa,7434,6535,32501,17,5,4,10,0,53601,592,46506,48.43
2014,1,La Rioja,10,5111,9390,1165,35,0,0,0,15688,23,15711,16.29
2014,1,Mendoza,35,6,166655,19,10,6,9,0,164084,1761,166740,31.91
2014,1,Misiones,545,14460,52852,5139,958,0,0,0,73950,0,73954,23.14
2014,1,Neuquén,4133,987,77148,84,1582,2,22,0,88077,2303,83958,49.79
2014,1,Río Negro,4670,4618,84304,73,1062,1,8,0,93909,1157,94736,44.91
2014,1,Salta,53,19677,64061,7192,314,0,0,0,91265,25,91297,28.7
2014,1,San Juan,531,2,51056,0,0,0,0,0,50543,755,51589,27.6
2014,1,San Luis,7,3,12544,0,1,0,2,0,12193,364,12557,9.35
2014,1,Santa Cruz,161,1625,24972,1,1,0,0,0,26304,460,26760,28.94
2014,1,Santa Fe,8456,124468,345225,20328,6845,23,668,0,506000,612,506013,47.85
2014,1,Santiago Del Estero,1234,10531,22817,2422,109,0,0,0,37124,9,37113,16.31
2014,1,Tierra Del Fuego,12,607,30902,6,0,0,0,0,27272,766,31527,63.97
2014,1,Tucumán,6,34672,83210,11779,362,3,0,0,129944,88,130032,33.42
